;代码 x y 名称 范围 数量 时间
D406 100 100 腐烂僵尸 100 1 100
D406 100 100 闪电僵尸 100 1 100
D406 100 100 残肢僵尸 100 1 100
D406 100 100 墓穴僵尸 100 1 100
;矿区A一层
D411 50 50 墓穴僵尸 50 40 9
D411 50 50 墓穴僵尸 50 1 60
;桥
D413 50 50 土栖僵尸 50 40 9
D413 50 50 土栖僵尸 50 1 60
;桥
D412 50 50 腐烂僵尸 50 40 9
D412 50 50 腐烂僵尸 50 1 60
;桥
D416 50 50 残肢僵尸 50 40 9
D416 50 50 残肢僵尸 50 1 60
;桥
D415 50 50 残肢僵尸 50 40 9
D415 50 50 残肢僵尸 50 1 60
;尸王殿
Q004 15 15 邪恶尸王 5 28 60
Q004 15 15 尸王 5 2 60

;山谷矿区一层
D421 200 200 墓穴僵尸 180 150 8
D421 200 200 土栖僵尸 180 150 8
D421 200 200 腐烂僵尸 180 150 8
D421 100 100 尸王 100 1 120
D421 100 100 邪恶尸王 100 1 180
D421 200 200 墓穴僵尸 180 1 100
D421 200 200 土栖僵尸 180 1 100
D421 200 200 腐烂僵尸 180 1 100
;山谷矿区二层
D422 200 200 闪电僵尸 180 75 8
D422 100 100 尸王 100 1 120
D422 100 100 邪恶尸王 100 1 180
D422 200 200 闪电僵尸 180 1 100
D422 200 200 墓穴僵尸 180 1 100
D422 200 200 腐烂僵尸 180 1 100
D422 200 200 残肢僵尸 180 1 100

;连接通道
E601 75 75 闪电僵尸 75 50 23
E601 75 75 墓穴僵尸 75 40 23
E601 75 75 土栖僵尸 75 40 23
E601 75 75 腐烂僵尸 75 40 23
E601 75 75 残肢僵尸 75 40 23
;特殊
E601 75 75 闪电僵尸 75 2 30
E601 75 75 墓穴僵尸 75 2 30
E601 75 75 土栖僵尸 75 2 30
E601 75 75 墓穴僵尸 75 2 30
E601 75 75 残肢僵尸 75 2 30
;连接通道
E602 75 75 闪电僵尸 75 40 23
E602 75 75 墓穴僵尸 75 35 23
E602 75 75 土栖僵尸 75 35 23
E602 75 75 腐烂僵尸 75 35 23
E602 75 75 残肢僵尸 75 35 23
E602 75 75 蜈蚣 75 35 23
E602 75 75 黑色恶蛆 75 35 23
E602 75 75 跳跳蜂 75 35 23
E602 75 75 钳虫 75 35 23
;特殊
E602 75 75 闪电僵尸 75 2 30
E602 75 75 墓穴僵尸 75 2 30
E602 75 75 蜈蚣0 75 2 30
E602 75 75 跳跳蜂0 75 2 30
E602 75 75 钳虫0 75 2 30
;连接通道
E603 100 100 闪电僵尸 100 40 23
E603 100 100 墓穴僵尸 100 30 23
E603 100 100 土栖僵尸 100 30 23
E603 100 100 腐烂僵尸 100 30 23
E603 100 100 残肢僵尸 100 30 23
E603 100 100 蜈蚣 100 30 23
E603 100 100 黑色恶蛆 100 40 23
E603 100 100 跳跳蜂 100 40 23
E603 100 100 钳虫 100 40 23
;特殊
E603 100 100 闪电僵尸0 100 2 30
E603 100 100 墓穴僵尸0 100 2 30
E603 100 100 蜈蚣0 100 2 30
E603 100 100 跳跳蜂0 100 2 30
E603 100 100 黑色恶蛆0 100 2 60
E603 100 100 钳虫0 100 2 30
;连接通道
E604 75 75 闪电僵尸 75 30 23
E604 75 75 墓穴僵尸 75 20 23
E604 75 75 土栖僵尸 75 20 23
E604 75 75 腐烂僵尸 75 20 23
E604 75 75 残肢僵尸 75 20 23
E604 75 75 蜈蚣 75 40 23
E604 75 75 黑色恶蛆 75 40 23
E604 75 75 跳跳蜂 75 40 23
E604 75 75 钳虫 75 40 23
;特殊
E604 75 75 闪电僵尸0 75 2 30
E604 75 75 墓穴僵尸0 75 2 30
E604 75 75 蜈蚣0 75 2 30
E604 75 75 跳跳蜂0 75 2 30
E604 75 75 钳虫0 75 2 30
;连接通道
E605 50 50 蜈蚣 50 40 23
E605 50 50 黑色恶蛆 50 40 23
E605 50 50 跳跳蜂 50 40 23
E605 50 50 钳虫 50 40 23
;特殊
E605 50 50 蜈蚣0 50 2 30
E605 50 50 跳跳蜂0 50 2 30
E605 50 50 黑色恶蛆0 50 2 30
E605 50 50 钳虫0 50 2 30

;沃玛寺庙入口
D021 50 44 山洞蝙蝠 60 40 20
D021 50 44 山洞蝙蝠 60 10 20 100
D021 50 44 山洞蝙蝠 60 10 20 100
D021 50 44 山洞蝙蝠 60 10 20 100
D021 50 44 山洞蝙蝠 60 10 20 100
D021 50 44 山洞蝙蝠 60 10 20 100
D021 50 44 山洞蝙蝠 60 10 20 100
D021 50 44 山洞蝙蝠 60 10 20 100
D021 50 44 山洞蝙蝠 60 10 20 100
D021 50 44 洞蛆 60 30 20
D021 50 44 山洞蝙蝠0 60 2 10
;沃玛寺庙一层
D022 250 250 粪虫 250 120 9
D022 250 250 沃玛战士 250 140 9
D022 250 250 沃玛勇士 250 90 9
D022 250 250 沃玛战将 250 90 9
D022 250 250 火焰沃玛 250 60 9
D022 200 200 沃玛卫士 200 2 120
D022 250 250 山洞蝙蝠 250 10 9 100
D022 250 250 山洞蝙蝠 250 10 9 100
D022 250 250 山洞蝙蝠 250 10 9 100
D022 250 250 山洞蝙蝠 250 10 9 100
D022 250 250 山洞蝙蝠 250 10 9 100
D022 250 250 山洞蝙蝠 250 10 9 100
D022 250 250 山洞蝙蝠 250 10 9 100
D022 250 250 山洞蝙蝠 250 10 9 100
;特殊
D022 250 250 沃玛战士0 250 2 10
D022 250 250 沃玛勇士0 250 2 10
D022 250 250 沃玛战将0 250 2 10 
D022 250 250 火焰沃玛0 250 2 10
D022 250 250 山洞蝙蝠0 250 2 10
D022 250 250 山洞蝙蝠0 250 2 10
;沃玛寺庙二层
D023 200 200 暗黑战士 200 100 9
D023 200 200 粪虫 200 60 9
D023 200 200 沃玛战士 200 80 9
D023 200 200 沃玛勇士 200 120 9
D023 200 200 沃玛战将 200 120 9
D023 200 200 火焰沃玛 200 80 9
D023 200 200 沃玛卫士 200 2 60
D023 200 200 山洞蝙蝠 200 20 9 100
D023 200 200 山洞蝙蝠 200 20 9 100
D023 200 200 山洞蝙蝠 200 20 9 100
D023 200 200 山洞蝙蝠 200 30 9
;特殊
D023 200 200 暗黑战士0 200 2 10
D023 200 200 沃玛战士0 200 2 10
D023 200 200 沃玛勇士0 200 2 10
D023 200 200 沃玛战将0 200 2 10
D023 200 200 火焰沃玛0 200 2 10
D023 200 200 山洞蝙蝠0 200 2 10

;沃玛教主大殿
D024 40 40 沃玛勇士 20 6 5 50
D024 40 40 沃玛战将 20 6 5 50
D024 40 40 火焰沃玛 20 6 5 50
D024 50 50 暗黑战士 20 5 5 50
D024 60 60 沃玛勇士 20 3 5 50
D024 50 40 沃玛战将 20 3 5
D024 50 40 火焰沃玛 20 3 5
D024 50 40 暗黑战士 20 5 5
D024 60 50 暗黑战士 20 5 5
D024 50 60 沃玛勇士 20 3 5
D024 50 60 沃玛战将 20 3 5
D024 20 21 沃玛勇士 7 5 5
D024 20 21 沃玛战将 7 5 5
D024 20 21 火焰沃玛 7 5 5
D024 20 21 暗黑战士 7 8 5
;特殊
D024 42 49 暗黑战士0 30 2 10
D024 42 49 沃玛勇士0 30 2 15
D024 42 49 沃玛战将0 30 2 15
D024 42 49 火焰沃玛0 30 2 15
D024 50 50 沃玛卫士 30 2 60
D024 50 50 沃玛教主 1 1 240

;祖玛寺庙一层
D501 200 200 楔蛾 100 20 8
D501 100 300 楔蛾 100 20 8
D501 300 100 楔蛾 100 20 8
D501 100 100 楔蛾 100 20 8
D501 300 300 楔蛾 100 20 8
D501 200 200 角蝇 100 3 8
D501 100 300 角蝇 100 3 8
D501 300 100 角蝇 100 3 8
D501 100 100 角蝇 100 3 8
D501 300 300 角蝇 100 3 8
D501 200 200 大老鼠 100 20 8
D501 100 660 大老鼠 100 20 8
D501 660 100 大老鼠 100 20 8
D501 100 100 大老鼠 100 20 8
D501 660 660 大老鼠 100 20 8
;特殊
D501 200 200 大老鼠0 200 6 10
;祖玛寺庙二层
D502 200 200 大老鼠 100 30 8
D502 100 300 大老鼠 100 30 8
D502 300 100 大老鼠 100 30 8
D502 100 100 大老鼠 100 30 8
D502 300 300 大老鼠 100 30 8
D502 200 200 角蝇 100 3 8
D502 100 300 角蝇 100 3 8
D502 300 100 角蝇 100 3 8
D502 100 100 角蝇 100 3 8
D502 300 300 角蝇 100 3 8
D502 200 200 楔蛾 100 30 8
D502 100 300 楔蛾 100 30 8
D502 300 100 楔蛾 100 30 8
D502 100 100 楔蛾 100 30 8
D502 300 300 楔蛾 100 30 8
;特殊
D502 200 200 大老鼠0 200 6 10
;祖玛寺庙三层
D503 200 200 角蝇 100 3 8
D503 100 300 角蝇 100 3 8
D503 300 100 角蝇 100 3 8
D503 100 100 角蝇 100 3 8
D503 300 300 角蝇 100 3 8
D503 200 200 祖玛弓箭手 100 16 8
D503 100 300 祖玛弓箭手 100 16 8
D503 300 100 祖玛弓箭手 100 16 8
D503 100 100 祖玛弓箭手 100 16 8
D503 300 300 祖玛弓箭手 100 16 8
D503 200 200 祖玛雕像 100 16 8
D503 100 300 祖玛雕像 100 16 8
D503 300 100 祖玛雕像 100 16 8
D503 100 100 祖玛雕像 100 16 8
D503 300 300 祖玛雕像 100 16 8
D503 200 200 祖玛卫士 100 16 8
D503 100 300 祖玛卫士 100 16 8
D503 300 100 祖玛卫士 100 16 8
D503 100 100 祖玛卫士 100 16 8
D503 300 300 祖玛卫士 100 16 8
D503 200 200 楔蛾 100 16 8
D503 100 300 楔蛾 100 16 8
D503 300 100 楔蛾 100 16 8
D503 100 100 楔蛾 100 16 8
D503 300 300 楔蛾 100 16 8
D503 200 200 大老鼠 200 80 10
;特殊
D503 200 200 祖玛弓箭手0 200 2 15
D503 200 200 祖玛卫士0 200 2 15
D503 200 200 祖玛雕像0 200 2 15
D503 200 200 大老鼠0 200 2 10
D503 200 200 祖玛雕像3 200 2 20
D503 200 200 祖玛卫士3 200 2 20
D503 200 200 祖玛弓箭手3 200 2 20
;祖玛寺庙四层
D504 200 200 祖玛弓箭手 180 100 8
D504 200 200 祖玛雕像 180 100 8
D504 200 200 祖玛卫士 180 100 8
D504 200 200 楔蛾 180 100 8
D504 200 200 角蝇 100 3 8
D504 100 300 角蝇 100 3 8
D504 300 100 角蝇 100 3 8
D504 100 100 角蝇 100 3 8
D504 300 300 角蝇 100 3 8
D504 200 200 大老鼠 200 100 10
;特殊
D504 200 200 祖玛弓箭手0 200 2 20
D504 200 200 祖玛卫士0 200 2 20
D504 200 200 祖玛雕像0 200 2 20
D504 200 200 大老鼠0 200 2 10
D504 200 200 祖玛雕像3 200 4 20
D504 200 200 祖玛卫士3 200 4 20
D504 200 200 祖玛弓箭手3 200 4 20
;祖玛寺庙五层
D505 100 100 祖玛弓箭手 100 100 10
D505 100 100 祖玛雕像 100 100 10
D505 100 100 祖玛卫士 100 100 10
D505 100 100 楔蛾 100 100 10
D505 100 100 角蝇 100 30 10
;特殊
D505 100 100 祖玛雕像3 100 3 20
D505 100 100 祖玛卫士3 100 3 20
D505 100 100 祖玛弓箭手3 100 3 20
D505 100 100 祖玛弓箭手0 100 2 20
D505 100 100 祖玛卫士0 100 2 20
D505 100 100 祖玛雕像0 100 2 20
D505 154 172 祖玛卫士00 8 1 30 50
D505 154 172 祖玛卫士 8 7 60 50
D505 154 172 楔蛾 8 8 60 50
D505 154 172 祖玛弓箭手 8 8 60 50
D505 154 172 角蝇 8 10 60 50
D505 154 172 祖玛雕像 8 8 60 50

;祖玛阁
D5061 11 13 祖玛弓箭手 2 1 3
D5061 11 13 祖玛卫士 2 1 3
D5061 11 13 楔蛾 2 12 5
D5061 11 13 角蝇 2 1 5
D5061 37 13 祖玛雕像 2 1 3
D5061 37 13 祖玛弓箭手 2 1 3
D5061 37 13 祖玛卫士 2 1 3
D5061 37 13 楔蛾 2 12 5
D5061 37 13 楔蛾 2 1 5
D5061 63 13 祖玛雕像 2 1 3
D5061 63 13 祖玛卫士 2 1 3
D5061 63 13 楔蛾 2 2 5
D5061 63 13 楔蛾 2 5 5
D5061 89 41 楔蛾 2 1 5
D5061 89 41 祖玛弓箭手 2 1 3
D5061 12 74 祖玛雕像 2 1 3
D5061 12 74 祖玛卫士 2 1 3
D5061 12 74 楔蛾 2 2 5
D5061 12 74 楔蛾 2 1 5
D5061 12 74 祖玛弓箭手 2 1 3
D5061 37 73 祖玛雕像 2 1 3
D5061 37 73 祖玛卫士 2 1 3
D5061 37 73 楔蛾 2 2 5
 
D5062 63 13 祖玛卫士 2 1 3
D5062 63 13 楔蛾 2 2 5
D5062 63 13 楔蛾 2 2 5
D5062 63 13 祖玛弓箭手 2 1 3
D5062 88 14 祖玛雕像 2 1 3
D5062 88 14 祖玛卫士 2 1 3
D5062 88 14 楔蛾 2 2 5
D5062 87 73 祖玛弓箭手 2 2 3
D5062 50 50 祖玛雕像0 50 1 120
D5062 50 50 祖玛卫士0 50 1 120
D5062 50 50 祖玛弓箭手0 50 1 120

D5063 11 13 祖玛雕像 2 1 3
D5063 11 13 祖玛弓箭手 2 1 3
D5063 11 13 祖玛卫士 2 1 3
D5063 11 13 楔蛾 2 2 5
D5063 11 13 楔蛾 2 1 5
D5063 11 41 祖玛弓箭手 2 1 3
D5063 37 41 祖玛卫士 2 1 3
D5063 37 41 祖玛雕像 2 1 3
D5063 37 41 楔蛾 2 2 5
D5063 37 41 角蝇 2 1 5
D5063 37 41 祖玛卫士 2 1 3
D5063 63 41 祖玛雕像 2 1 3

D5064 11 13 祖玛雕像 2 1 3
D5064 11 13 祖玛弓箭手 2 1 3
D5064 11 13 祖玛卫士 2 1 3
D5064 11 13 楔蛾 2 2 5
D5064 11 13 楔蛾 2 1 5
D5064 37 13 祖玛雕像 2 1 3
D5064 37 13 祖玛弓箭手 2 1 3
D5064 37 41 楔蛾 2 2 5
D5064 37 41 角蝇 2 1 5
D5064 37 41 祖玛卫士 2 1 3
D5064 63 41 祖玛雕像 2 1 3
D5064 63 41 楔蛾 2 2 5
D5064 63 41 楔蛾 2 1 5
D5064 63 41 祖玛弓箭手 2 1 3
D5064 63 41 祖玛卫士 2 1 3
D5064 50 50 祖玛卫士0 50 1 120
D5064 50 50 祖玛弓箭手0 50 1 120

D5065 11 13 祖玛雕像 2 1 3
D5065 11 13 祖玛弓箭手 2 1 3
D5065 87 73 楔蛾 2 2 5
D5065 87 73 楔蛾 2 1 5
D5065 87 73 祖玛弓箭手 2 1 3
D5065 50 50 祖玛雕像0 50 1 120
D5065 50 50 祖玛卫士0 50 1 120
D5065 50 50 祖玛弓箭手0 50 1 120

D5066 11 13 祖玛雕像 2 1 3
D5066 11 13 祖玛弓箭手 2 1 3
D5066 89 41 祖玛弓箭手 2 1 3
D5066 12 74 祖玛雕像 2 1 3
D5066 12 74 祖玛卫士 2 1 3
D5066 12 74 祖玛卫士0 2 1 45
D5066 12 74 楔蛾 2 2 5
D5066 12 74 楔蛾 2 1 5
D5066 12 74 祖玛弓箭手 2 1 3
D5066 37 73 祖玛雕像 2 1 3
D5066 37 73 祖玛卫士 2 1 3
D5066 37 73 楔蛾 2 2 5
D5066 37 73 角蝇 2 1 5
D5066 37 73 祖玛弓箭手 2 1 3
D5066 63 73 祖玛雕像 2 1 3

D5067 12 74 楔蛾 2 2 5
D5067 12 74 角蝇 2 1 5
D5067 12 74 祖玛弓箭手 2 1 3
D5067 37 73 祖玛雕像 2 1 3
D5067 37 73 祖玛卫士 2 1 3
D5067 37 73 楔蛾 2 2 5
D5067 37 73 角蝇 2 1 5
D5067 37 73 祖玛弓箭手 2 1 3
D5067 63 73 祖玛雕像 2 1 3

D5068 63 41 祖玛弓箭手 2 1 3
D5068 89 41 祖玛雕像 2 1 3
D5068 63 41 祖玛卫士 2 1 3
D5068 89 41 祖玛卫士 2 1 3
D5068 87 73 祖玛卫士 2 1 3
D5068 87 73 楔蛾 2 2 5
D5068 87 73 角蝇 2 1 5
D5068 87 73 祖玛弓箭手 2 1 3
D5068 50 50 祖玛雕像0 50 1 120
D5068 50 50 祖玛卫士0 50 1 120
D5068 50 50 祖玛弓箭手0 50 1 120

D5069 11 13 祖玛雕像 2 1 3
D5069 11 13 祖玛弓箭手 2 1 3
D5069 11 13 祖玛卫士 2 1 3
D5069 11 13 楔蛾 2 2 5
D5069 11 13 角蝇 2 1 5
D5069 12 74 角蝇 2 1 5
D5069 12 74 祖玛弓箭手 2 1 3
D5069 37 73 祖玛雕像 2 1 3
D5069 37 73 祖玛卫士 2 1 3
;祖玛七层一
D5072 50 50 祖玛雕像 50 45 8
D5072 50 50 祖玛卫士 50 45 8
D5072 50 50 祖玛弓箭手 50 45 8
D5072 50 50 楔蛾 50 45 8
D5072 50 50 角蝇 50 5 8
;特殊
D5072 50 50 祖玛雕像3 50 10 60
D5072 50 50 祖玛卫士3 50 10 60
D5072 50 50 祖玛弓箭手3 50 10 60
;祖玛七层二
D5073 50 50 祖玛雕像 50 45 8
D5073 50 50 祖玛卫士 50 45 8
D5073 50 50 祖玛弓箭手 50 45 8
D5073 50 50 楔蛾 50 45 8
D5073 50 50 角蝇 50 5 8
;特殊
D5073 50 50 祖玛雕像3 50 10 60
D5073 50 50 祖玛卫士3 50 10 60
D5073 50 50 祖玛弓箭手3 50 10 60
D5073 50 50 祖玛雕像0 50 2 60
D5073 50 50 祖玛卫士0 50 2 60
D5073 50 50 祖玛弓箭手0 50 2 60
;祖玛七层三
D5074 50 50 祖玛雕像 50 45 8
D5074 50 50 祖玛卫士 50 45 8
D5074 50 50 祖玛弓箭手 50 45 8
D5074 50 50 楔蛾 50 45 8
D5074 50 50 角蝇 50 5 8
D5074 73 22 祖玛雕像 7 5 11
D5074 73 22 祖玛卫士 7 5 11
D5074 73 22 祖玛弓箭手 7 5 11
D5074 73 22 楔蛾 7 5 11
D5074 73 22 角蝇 7 3 11
;特殊
D5074 50 50 祖玛雕像3 50 10 60
D5074 50 50 祖玛卫士3 50 10 60
D5074 50 50 祖玛弓箭手3 50 10 60
D5074 50 50 祖玛雕像0 50 2 30
D5074 50 50 祖玛卫士0 50 2 30
D5074 50 50 祖玛弓箭手0 50 2 30
D5074 50 50 祖玛雕像0 50 2 30
D5074 50 50 祖玛卫士0 50 2 30
D5074 50 50 祖玛弓箭手0 50 2 30
;祖玛教主之家
D515 22 20 角蝇 20 2 16
D515 73 22 楔蛾 7 6 11
D515 19 24 祖玛教主 0 1 180

;地牢一层东
D601 40 27 蜈蚣 50 25 6
D601 18 166 蜈蚣 50 25 6
D601 161 208 蜈蚣 50 25 6
D601 84 104 蜈蚣 50 25 6
D601 187 36 蜈蚣 50 25 6
D601 144 73 蜈蚣 50 25 6
D601 100 100 蜈蚣 100 10 10 50
D601 100 100 蜈蚣 100 10 10 50
D601 40 27 跳跳蜂 50 25 6
D601 18 166 跳跳蜂 50 25 6
D601 161 208 跳跳蜂 50 25 6
D601 84 104 巨型蠕虫 50 25 6
D601 187 36 巨型蠕虫 50 25 6
D601 144 73 巨型蠕虫 50 25 6
D601 40 27 黑色恶蛆 50 5 6
D601 18 166 黑色恶蛆 50 5 6
D601 161 208 黑色恶蛆 50 5 6
D601 84 104 黑色恶蛆 50 5 6
D601 187 36 黑色恶蛆 50 5 6
D601 144 73 黑色恶蛆 50 5 6
;特殊
D601 100 100 蜈蚣0 100 2 10
D601 100 100 跳跳蜂0 100 2 10
D601 100 100 巨型蠕虫0 100 2 10
D601 100 100 黑色恶蛆0 100 2 10

;地牢一层西
D602 60 47 蜈蚣 60 18 6
D602 101 101 蜈蚣 60 18 6
D602 78 167 蜈蚣 60 18 6
D602 144 151 蜈蚣 60 18 6
D602 178 43 蜈蚣 60 18 6
D602 100 100 蜈蚣 100 10 10 50
D602 100 100 蜈蚣 100 10 10 50
D602 60 47 钳虫 60 14 6
D602 101 101 钳虫 60 14 6
D602 78 167 钳虫 60 14 6
D602 144 151 钳虫 60 14 6
D602 178 43 钳虫 60 14 6
D602 100 100 钳虫 100 10 10 50
D602 100 100 钳虫 100 10 10 50
D602 60 47 黑色恶蛆 60 8 6
D602 101 101 黑色恶蛆 60 8 6
D602 78 167 黑色恶蛆 60 8 6
D602 144 151 黑色恶蛆 60 8 6
D602 178 43 黑色恶蛆 60 8 6
;特殊
D602 100 100 蜈蚣0 100 2 10
D602 100 100 钳虫0 100 2 10
D602 100 100 黑色恶蛆0 100 2 10
;地牢一层北
D603 76 94 黑色恶蛆 60 10 7
D603 60 150 黑色恶蛆 60 10 7
D603 159 59 黑色恶蛆 60 10 7
D603 138 161 黑色恶蛆 60 10 7
D603 76 94 钳虫 60 20 7
D603 60 150 钳虫 60 20 7
D603 159 59 钳虫 60 20 7
D603 138 161 钳虫 60 20 7
D603 76 94 蜈蚣 60 20 7
D603 60 150 蜈蚣 60 20 7
D603 159 59 蜈蚣 60 20 7
D603 138 161 蜈蚣 60 20 7
D603 100 100 蜈蚣 100 10 10 50
D603 100 100 蜈蚣 100 10 10 50
D603 100 100 钳虫 100 10 10 50
D603 100 100 钳虫 100 10 10 50
D603 100 100 邪恶钳虫 100 1 90
;特殊
D603 100 100 黑色恶蛆0 100 2 20
D603 100 100 钳虫0 100 2 20
D603 100 100 蜈蚣0 100 2 20
;地牢一层西
D604 35 42 黑色恶蛆 60 15 7
D604 52 130 黑色恶蛆 60 15 7
D604 148 50 黑色恶蛆 60 15 7
D604 118 112 黑色恶蛆 60 15 7
D604 35 42 跳跳蜂 60 15 7
D604 52 130 跳跳蜂 60 15 7
D604 148 50 跳跳蜂 60 15 7
D604 118 112 跳跳蜂 60 15 7
D604 35 42 钳虫 60 20 7
D604 52 130 钳虫 60 20 7
D604 148 50 钳虫 60 20 7
D604 118 112 钳虫 60 20 7
D604 35 42 蜈蚣 60 20 7
D604 52 130 蜈蚣 60 20 7
D604 148 50 蜈蚣 60 20 7
D604 118 112 蜈蚣 60 20 7
D604 100 100 钳虫 100 10 10 50
D604 100 100 钳虫 100 10 10 50
D604 100 100 蜈蚣 100 10 10 50
D604 100 100 蜈蚣 100 10 10 50
D604 100 100 邪恶钳虫 100 1 90
;特殊
D604 100 100 黑色恶蛆0 100 2 20
D604 100 100 跳跳蜂0 100 2 20
D604 100 100 钳虫0 100 2 20
D604 100 100 蜈蚣0 100 2 20
;地牢一层北
D605 55 27 黑色恶蛆 50 12 7
D605 89 81 黑色恶蛆 50 12 7
D605 51 131 黑色恶蛆 50 12 7
D605 126 37 黑色恶蛆 50 12 7
D605 162 92 黑色恶蛆 50 12 7
D605 55 27 巨型蠕虫 50 8 7
D605 89 81 巨型蠕虫 50 8 7
D605 51 131 巨型蠕虫 50 8 7
D605 126 37 巨型蠕虫 50 8 7
D605 162 92 巨型蠕虫 50 8 7
D605 55 27 钳虫 50 12 7
D605 89 81 钳虫 50 12 7
D605 51 131 钳虫 50 12 7
D605 126 37 钳虫 50 12 7
D605 162 92 钳虫 50 12 7
D605 55 27 蜈蚣 50 12 7
D605 89 81 蜈蚣 50 12 7
D605 51 131 蜈蚣 50 12 7
D605 126 37 蜈蚣 50 12 7
D605 162 92 蜈蚣 50 12 7
D605 100 100 钳虫 100 10 10 50
D605 100 100 钳虫 100 10 10 50
D605 100 100 蜈蚣 100 10 10 50
D605 100 100 蜈蚣 100 10 10 50
D605 100 100 邪恶钳虫 100 1 90
;特殊
D605 100 100 黑色恶蛆0 100 2 20
D605 100 100 巨型蠕虫0 100 2 20
D605 100 100 钳虫0 100 2 20
D605 100 100 蜈蚣0 100 2 20
;死亡棺材
D606 19 39 黑色恶蛆 70 20 7
D606 97 81 黑色恶蛆 70 20 7
D606 57 166 黑色恶蛆 70 20 7
D606 178 127 黑色恶蛆 70 20 7
D606 19 39 跳跳蜂 70 8 7
D606 97 81 跳跳蜂 70 8 7
D606 57 166 跳跳蜂 70 8 7
D606 178 127 跳跳蜂 70 8 7
D606 19 39 巨型蠕虫 70 8 7
D606 97 81 巨型蠕虫 70 8 7
D606 57 166 巨型蠕虫 70 8 7
D606 178 127 巨型蠕虫 70 8 7
D606 19 39 钳虫 70 20 7
D606 97 81 钳虫 70 20 7
D606 57 166 钳虫 70 20 7
D606 178 127 钳虫 70 20 7
D606 100 100 钳虫 100 10 10 50
D606 100 100 钳虫 100 10 10 50
D606 100 100 蜈蚣 100 80 7
D606 100 100 蜈蚣 100 10 10 50
D606 100 100 蜈蚣 100 10 10 50
D606 100 100 邪恶钳虫 100 2 90
;特殊
D606 100 100 蜈蚣0 50 2 20
D606 100 100 跳跳蜂0 50 2 20
D606 100 100 巨型蠕虫0 50 2 20
D606 100 100 钳虫0 50 2 20
D606 83 168 触龙神 40 1 60
D606 77 170 蜈蚣 6 3 5 40

;黑暗地带
D612 70 76 黑色恶蛆 70 20 7
D612 210 72 黑色恶蛆 70 20 7
D612 79 220 黑色恶蛆 70 20 7
D612 200 213 黑色恶蛆 70 20 7
D612 70 76 跳跳蜂 70 10 7
D612 210 72 跳跳蜂 70 10 7
D612 79 220 跳跳蜂 70 10 7
D612 200 213 跳跳蜂 70 10 7
D612 70 76 跳跳蜂 70 10 7
D612 70 76 巨型蠕虫 70 20 7
D612 210 72 巨型蠕虫 70 20 7
D612 79 220 巨型蠕虫 70 20 7
D612 200 213 巨型蠕虫 70 20 7
D612 70 76 钳虫 70 20 7
D612 210 72 钳虫 70 20 7
D612 79 220 钳虫 70 20 7
D612 200 213 钳虫 70 20 7
D612 150 134 钳虫 70 20 7
D612 19 39 钳虫 70 20 7
D612 97 81 钳虫 70 20 7
D612 57 166 钳虫 70 20 7
D612 178 127 钳虫 70 20 7
D612 150 150 钳虫 100 10 10 
D612 150 150 钳虫 100 10 10
D612 150 150 蜈蚣 100 10 10 
D612 150 150 蜈蚣 100 10 10 
;特殊
D612 150 150 邪恶钳虫 150 1 60
D612 150 150 邪恶钳虫2 150 1 30
;一线天
D618 150 150 蜈蚣0 100 2 20
D618 150 150 跳跳蜂0 100 2 20
D618 150 150 巨型蠕虫0 100 2 20
D618 150 150 钳虫0 100 2 20
D618 150 150 黑色恶蛆0 100 2 20
D618 19 39 黑色恶蛆 70 20 7
D618 97 81 黑色恶蛆 70 20 7
D618 57 166 黑色恶蛆 70 20 7
D618 178 127 黑色恶蛆 70 20 7
D618 19 39 跳跳蜂 70 8 7
D618 97 81 跳跳蜂 70 8 7
D618 57 166 跳跳蜂 70 8 7
D618 178 127 跳跳蜂 70 8 7
D618 19 39 巨型蠕虫 70 8 7
D618 97 81 巨型蠕虫 70 8 7
D618 57 166 巨型蠕虫 70 8 7
D618 178 127 巨型蠕虫 70 8 7
D618 19 39 钳虫 70 30 7
D618 97 81 钳虫 70 30 7
D618 57 166 钳虫 70 30 7
D618 178 127 钳虫 70 30 7
D618 100 100 钳虫 100 10 10 
D618 100 100 钳虫 100 10 10
D618 100 100 蜈蚣 100 40 7
D618 100 100 蜈蚣 100 10 10 
D618 100 100 蜈蚣 100 10 10 
;特殊
D618 100 100 蜈蚣0 70 2 20
D618 100 100 跳跳蜂0 70 2 20
D618 100 100 巨型蠕虫0 70 2 20
D618 100 100 钳虫0 70 2 20
D618 100 100 黑色恶蛆0 70 2 20
D618 100 100 邪恶钳虫 100 2 30
D618 100 100 邪恶钳虫2 100 2 15
;生死之间
D613 19 17 钳虫 50 5 7
D613 41 23 钳虫 50 10 7
D613 52 33 钳虫 50 10 7
D613 64 47 钳虫 50 5 7
D613 79 54 钳虫 50 10 7
D613 77 74 钳虫 50 10 7
D613 53 76 钳虫 50 5 7
D613 44 59 钳虫 50 10 7
D613 28 62 钳虫 50 10 7
D613 18 56 钳虫 50 5 7
D613 50 50 黑色恶蛆 70 10 7
D613 50 50 跳跳蜂 70 10 7
D613 50 50 蜈蚣 70 20 7
D613 50 50 巨型蠕虫 70 10 7
;特殊
D613 50 50 蜈蚣0 70 2 20
